s_no,key,num_equality_compares,cumulative_avg
2884,prisoner,4,2.03
2885,consider,2,2.03
2886,attitude,2,2.03
2887,excitement,0,2.03
2888,whispered,2,2.03
2889,anxiously,4,2.03
2890,spectators,2,2.03
2891,themselves,2,2.03
2892,platform,0,2.03
2893,unattended,0,2.03
2894,suspicion,2,2.03
2895,audience,8,2.03
2896,feverish,0,2.03
2897,happened,2,2.03
2898,something,2,2.03
2899,especially,2,2.03
2900,reckless,0,2.03
2901,demeanour,0,2.03
2902,disreputable,2,2.03
2903,diminished,0,2.03
2904,resemblance,2,2.03
2905,undoubtedly,4,2.03
2906,prisoner,4,2.03
2907,momentary,2,2.03
2908,earnestness,0,2.03
2909,compared,0,2.03
2910,together,2,2.03
2911,strengthened,0,2.03
2912,lookerson,2,2.03
2913,cruncher,2,2.03
2914,observation,2,2.03
2915,neighbour,2,2.03
2916,appeared,2,2.03
2917,manettes,2,2.03
2918,gentleman,2,2.03
2919,commiseration,0,2.03
2920,sympathy,2,2.03
2921,evidently,2,2.03
2922,distress,0,2.03
2923,imprisonment,2,2.03
2924,recalled,2,2.03
2925,internal,2,2.03
2926,agitation,2,2.03
2927,questioned,4,2.03
2928,pondering,2,2.03
2929,brooding,10,2.03
2930,washington,2,2.03
2931,surprise,2,2.03
2932,signified,6,2.03
2933,pleasure,2,2.03
2934,rumoured,0,2.03
2935,spectators,2,2.03
2936,refreshment,2,2.03
2937,prisoner,4,2.03
2938,withdrew,2,2.03
2939,reappeared,0,2.03
2940,beckoned,2,2.03
2941,slackened,2,2.03
2942,interest,2,2.03
2943,something,2,2.03
2944,quickest,0,2.03
2945,messenger,2,2.03
2946,forehead,2,2.03
2947,knuckled,0,2.03
2948,acknowledgment,0,2.03
2949,communication,0,2.03
2950,shilling,2,2.03
2951,distressed,2,2.03
2952,comforting,0,2.03
2953,prisoner,4,2.03
2954,respectable,6,2.03
2955,gentleman,2,2.03
2956,speaking,4,2.03
2957,publicly,2,2.03
2958,reddened,0,2.03
2959,conscious,2,2.03
2960,direction,2,2.03
2961,followed,2,2.03
2962,prisoner,4,2.03
2963,directly,2,2.03
2964,naturally,2,2.03
2965,agitation,2,2.03
2966,acknowledgments,8,2.03
2967,careless,2,2.03
2968,insolent,0,2.03
2969,prisoner,4,2.03
2970,lounging,2,2.03
2971,likeliest,2,2.03
2972,withdrawing,0,2.03
2973,loitering,2,2.03
2974,mannerstanding,0,2.03
2975,reflected,2,2.03
2976,thiefandrascal,0,2.03
2977,passages,4,2.03
2978,assisted,2,2.03
2979,messenger,2,2.03
2980,uncomfortably,2,2.03
2981,refection,0,2.03
2982,aquitted,2,2.03
2983,recalled,2,2.03
2984,muttered,8,2.03
2985,opportunity,0,2.03
2986,thinking,2,2.03
2987,anything,2,2.03
2988,vehemence,0,2.03
2989,blueflies,2,2.03
2990,dispersing,0,2.03
2991,congratulatory,2,2.03
2992,dimlylighted,10,2.03
2993,passages,4,2.03
2994,sediment,2,2.03
2995,straining,4,2.04
2996,daughter,2,2.04
2997,solicitor,0,2.03
2998,gathered,2,2.03
2999,darnayjust,2,2.03
3000,releasedcongratulating,0,2.03
3001,difficult,2,2.03
3002,brighter,8,2.04
3003,recognise,2,2.04
3004,intellectual,2,2.04
3005,shoemaker,4,2.04
3006,opportunity,2,2.04
3007,observation,4,2.04
3008,extended,2,2.04
3009,mournful,2,2.04
3010,abstraction,4,2.04
3011,overclouded,2,2.04
3012,fitfully,0,2.04
3013,apparent,2,2.04
3014,external,0,2.04
3015,reference,6,2.04
3016,lingering,4,2.04
3017,alwaysas,2,2.04
3018,trialevoke,2,2.04
3019,condition,2,2.04
3020,incomprehensible,0,2.04
3021,unacquainted,0,2.04
3022,bastille,4,2.04
3023,substance,4,2.04
3024,daughter,2,2.04
3025,charming,0,2.04
3026,brooding,10,2.04
3027,beneficial,2,2.04
3028,influence,0,2.04
3029,absolutely,2,2.04
3030,occasions,4,2.04
3031,believed,2,2.04
3032,fervently,0,2.04
3033,gratefully,2,2.04
3034,drawback,2,2.04
3035,delicacy,6,2.04
3036,shouldering,0,2.04
3037,physically,0,2.04
3038,companies,0,2.04
3039,conversations,2,2.04
3040,shouldering,2,2.04
3041,squaring,0,2.04
3042,squeezed,2,2.04
3043,innocent,2,2.04
3044,infamous,4,2.04
3045,prosecution,4,2.04
3046,infamous,4,2.04
3047,obligation,2,2.04
3048,incumbent,2,2.04
3049,disinterestedly,2,2.04
3050,interested,0,2.04
3051,squeezing,0,2.04
3052,business,2,2.04
3053,shouldered,2,2.04
3054,previously,4,2.04
3055,shouldered,4,2.04
3056,conference,2,2.04
3057,terrible,2,2.04
3058,yourself,4,2.04
3059,yourself,4,2.04
3060,answered,2,2.04
3061,question,2,2.04
3062,pointedly,2,2.04
3063,deepening,2,2.04
3064,distrust,0,2.04
3065,expression,4,2.04
3066,thoughts,2,2.04
3067,wandered,4,2.04
3068,answered,2,2.04
3069,acquitted,0,2.04
3070,prisoner,4,2.04
3071,dispersed,2,2.04
3072,impressionwhich,0,2.04
3073,originatedthat,0,2.04
3074,released,4,2.04
3075,extinguished,6,2.04
3076,passages,4,2.04
3077,deserted,4,2.04
3078,tomorrow,2,2.04
3079,mornings,0,2.04
3080,interest,2,2.04
3081,whippingpost,4,2.04
3082,brandingiron,0,2.04
3083,repeople,0,2.04
3084,hackneycoach,6,2.04
3085,daughter,2,2.04
3086,departed,0,2.04
3087,passages,4,2.04
3088,shoulder,4,2.04
3089,robingroom,2,2.04
3090,interchanged,4,2.04
3091,silently,2,2.04
3092,strolled,10,2.05
3093,pavement,2,2.05
3094,business,2,2.05
3095,acknowledgment,2,2.05
3096,proceedings,4,2.05
3097,appearance,2,2.05
3098,conflict,2,2.05
3099,business,2,2.05
3100,business,2,2.05
3101,goodnatured,0,2.05
3102,business,2,2.05
3103,appearances,4,2.05
3104,reddened,2,2.05
3105,mentioned,2,2.05
3106,business,2,2.05
3107,ourselves,0,2.05
3108,rejoined,0,2.05
3109,carelessly,0,2.05
3110,business,2,2.05
3111,business,2,2.05
3112,business,2,2.05
3113,shouldnt,8,2.05
3114,thoroughly,0,2.05
3115,indifference,0,2.05
3116,business,2,2.05
3117,respectable,6,2.05
3118,business,2,2.05
3119,restraints,6,2.05
3120,silences,0,2.05
3121,impediments,0,2.05
3122,gentleman,2,2.05
3123,generosity,0,2.05
3124,allowance,0,2.05
3125,circumstance,8,2.05
3126,preserved,2,2.05
3127,prosperous,0,2.05
3128,lifechair,4,2.05
3129,barrister,0,2.05
3130,tellsons,2,2.05
3131,together,2,2.05
3132,standing,2,2.05
3133,counterpart,0,2.05
3134,returned,2,2.05
3135,advanced,2,2.05
3136,numskulls,4,2.05
3137,deliberating,0,2.05
3138,ludgatehill,4,2.05
3139,fleetstreet,8,2.05
3140,recruiting,6,2.05
3141,strength,2,2.05
3142,opposite,2,2.05
3143,separate,0,2.05
3144,halfinsolent,0,2.05
3145,terrestrial,0,2.05
3146,frightfully,14,2.05
3147,confused,4,2.05
3148,regarding,2,2.05
3149,satisfaction,2,2.05
3150,bitterly,2,2.05
3151,greatest,4,2.05
3152,meexcept,0,2.05
3153,particular,4,2.05
3154,particular,4,2.05
3155,confused,4,2.05
3156,deportment,0,2.05
3157,answered,2,2.05
3158,presently,2,2.05
3159,companion,8,2.06
3160,shoulder,4,2.06
3161,shivered,2,2.06
3162,sympathy,2,2.06
3163,compassion,2,2.06
3164,answered,2,2.06
3165,mightily,0,2.06
3166,allusion,4,2.06
3167,reminder,2,2.06
3168,disagreeable,2,2.06
3169,companion,8,2.06
3170,assisted,2,2.06
3171,dialogue,2,2.06
3172,careless,2,2.06
3173,rejoinder,4,2.06
3174,question,2,2.06
3175,willingly,2,2.06
3176,particularly,2,2.06
3177,returned,2,2.06
3178,disconcerted,4,2.06
3179,question,2,2.06
3180,yourself,4,2.06
3181,question,2,2.06
3182,understanding,6,2.06
3183,nevertheless,2,2.06
3184,reckoning,0,2.06
3185,illblood,0,2.06
3186,rejoining,2,2.06
3187,reckoning,2,2.06
3188,answering,2,2.06
3189,affirmative,0,2.06
3190,returning,2,2.06
3191,something,2,2.06
3192,defiance,6,2.06
3193,drinking,2,2.06
3194,drinking,2,2.06
3195,likewise,2,2.06
3196,disappointed,2,2.06
3197,regretted,2,2.06
3198,surveyed,4,2.06
3199,minutely,2,2.06
3200,particularly,2,2.06
3201,muttered,8,2.06
3202,particularly,2,2.06
3203,resembles,0,2.06
3204,confound,0,2.06
3205,yourself,4,2.06
3206,commiserated,4,2.06
3207,agitated,2,2.06
3208,resorted,0,2.06
3209,consolation,0,2.06
3210,straggling,2,2.06
3211,windingsheet,0,2.06
3212,dripping,4,2.06
3213,drinking,2,2.06
3214,improvement,2,2.06
3215,moderate,0,2.06
3216,statement,0,2.06
3217,quantity,2,2.06
3218,detriment,0,2.06
3219,reputation,0,2.06
3220,gentleman,2,2.06
3221,ridiculous,0,2.06
3222,exaggeration,0,2.06
3223,profession,2,2.06
3224,certainly,2,2.06
3225,profession,2,2.06
3226,bacchanalian,8,2.06
3227,propensities,0,2.06
3228,shouldering,2,2.06
3229,lucrative,0,2.06
3230,practice,4,2.06
3231,compeers,10,2.06
3232,particular,4,2.06
3233,favourite,2,2.06
3234,sessions,2,2.06
3235,cautiously,0,2.06
3236,sessions,4,2.06
3237,favourite,2,2.06
3238,specially,0,2.06
3239,shouldering,2,2.06
3240,countenance,2,2.06
3241,bursting,2,2.06
3242,sunflower,6,2.06
3243,gardenfull,2,2.06
3244,companions,2,2.06
3245,unscrupulous,0,2.06
3246,extracting,0,2.06
3247,statements,0,2.06
3248,striking,2,2.06
3249,necessary,2,2.06
3250,advocates,0,2.06
3251,accomplishments,0,2.06
3252,remarkable,2,2.06
3253,improvement,4,2.06
3254,business,2,2.06
3255,carousing,4,2.06
3256,unpromising,0,2.06
3257,stryvers,10,2.06
3258,together,2,2.06
3259,michaelmas,2,2.06
3260,anywhere,2,2.06
3261,prolonged,0,2.06
3262,rumoured,2,2.06
3263,stealthily,8,2.06
3264,unsteadily,0,2.06
3265,lodgings,4,2.06
3266,dissipated,4,2.06
3267,interested,2,2.06
3268,although,2,2.06
3269,amazingly,0,2.06
3270,rendered,2,2.06
3271,capacity,2,2.06
3272,remember,4,2.06
3273,dexterously,0,2.06
3274,combated,4,2.06
3275,stirring,0,2.06
3276,continuously,2,2.06
3277,pavements,0,2.06
3278,benchwalk,0,2.06
3279,paperbuildings,0,2.06
3280,chambers,4,2.06
3281,assisted,2,2.06
3282,conferences,0,2.06
3283,principal,8,2.06
3284,slippers,0,2.06
3285,strained,2,2.06
3286,observed,2,2.06
3287,portrait,4,2.06
3288,jeffries,2,2.06
3289,downward,0,2.06
3290,disguises,4,2.06
3291,portraits,10,2.06
3292,drinking,2,2.06
3293,littered,0,2.06
3294,perceive,0,2.06
3295,identification,0,2.06
3296,handsome,2,2.06
3297,precocious,0,2.06
3298,sullenly,2,2.06
3299,loosened,10,2.06
3300,adjoining,2,2.06
3301,steeping,0,2.06
3302,partially,2,2.06
3303,wringing,0,2.06
3304,composed,4,2.06
3305,drinkingtable,0,2.06
3306,paperbestrewn,0,2.06
3307,resorted,2,2.06
3308,drinkingtable,2,2.06
3309,different,2,2.06
3310,reclining,8,2.06
3311,waistband,0,2.06
3312,occasionally,2,2.06
3313,flirting,2,2.06
3314,document,4,2.06
3315,stretched,2,2.06
3316,glasswhich,0,2.06
3317,imperative,2,2.06
3318,pilgrimages,2,2.06
3319,returned,2,2.06
3320,eccentricities,0,2.06
3321,headgear,2,2.06
3322,describe,2,2.06
3323,ludicrous,0,2.06
3324,together,2,2.06
3325,proceeded,2,2.06
3326,selections,0,2.06
3327,assisted,2,2.06
3328,discussed,2,2.06
3329,waistband,2,2.06
3330,invigorated,0,2.06
3331,throttle,0,2.06
3332,application,0,2.06
3333,collection,0,2.06
3334,administered,6,2.06
3335,disposed,4,2.06
3336,steaming,2,2.06
3337,shivered,2,2.06
3338,complied,4,2.06
3339,witnesses,4,2.06
3340,question,2,2.06
3341,roughened,2,2.06
3342,deprecatory,0,2.06
3343,complied,6,2.06
3344,shrewsbury,2,2.06
3345,reviewed,8,2.06
3346,despondency,4,2.06
3347,returned,2,2.06
3348,exercises,4,2.06
3349,stretched,2,2.06
3350,squaring,2,2.06
3351,bullying,0,2.06
3352,firegrate,8,2.07
3353,sustained,0,2.07
3354,endeavour,0,2.06
3355,delicate,2,2.06
3356,shrewsbury,4,2.07
3357,shoulder,4,2.07
3358,botheration,4,2.07
3359,returned,2,2.07
3360,humoured,6,2.07
3361,apostrophise,0,2.07
3362,ceremony,4,2.07
3363,shrewsbury,4,2.07
3364,shrewsbury,4,2.07
3365,shrewsbury,4,2.07
3366,fellowstudents,0,2.07
3367,studentquarter,0,2.07
3368,somewhere,2,2.07
3369,shouldering,2,2.07
3370,restless,2,2.07
3371,breaking,0,2.07
3372,direction,2,2.07
3373,pleasant,2,2.07
3374,direction,2,2.07
3375,apparently,2,2.07
3376,muttered,8,2.07
3377,witnesses,4,2.07
3378,picturesque,4,2.07
3379,daughter,2,2.07
3380,admiration,2,2.07
3381,admiration,4,2.07
3382,goldenhaired,4,2.07
3383,sympathised,8,2.07
3384,goldenhaired,6,2.07
3385,happened,2,2.07
3386,goldenhaired,6,2.08
3387,happened,2,2.08
3388,perspectiveglass,8,2.08
3389,followed,2,2.08
3390,staircase,2,2.08
3391,overcast,6,2.08
3392,lifeless,0,2.08
3393,spinning,0,2.08
3394,desertsand,0,2.08
3395,overwhelm,4,2.08
3396,wilderness,2,2.08
3397,honourable,2,2.08
3398,ambition,0,2.08
3399,selfdenial,2,2.08
3400,perseverance,0,2.08
3401,galleries,0,2.07
3402,ripening,0,2.07
3403,sparkled,2,2.07
3404,climbing,0,2.07
3405,neglected,4,2.07
3406,abilities,10,2.08
3407,emotions,0,2.08
3408,incapable,0,2.08
3409,directed,2,2.08
3410,exercise,2,2.08
3411,incapable,2,2.08
3412,happiness,2,2.08
3413,sensible,2,2.08
3414,resigning,0,2.07
3415,hundreds,2,2.07
3416,lodgings,4,2.08
3417,streetcorner,2,2.08
3418,sohosquare,6,2.08
3419,afternoon,2,2.08
3420,interest,2,2.08
3421,clerkenwell,12,2.08
3422,relapses,0,2.08
3423,businessabsorption,4,2.08
3424,streetcorner,4,2.08
3425,afternoon,2,2.08
3426,secondly,0,2.08
3427,unfavourable,0,2.08
3428,accustomed,8,2.08
3429,generally,4,2.08
3430,happened,2,2.08
3431,household,0,2.08
3432,quainter,0,2.08
3433,lodgings,4,2.08
3434,commanded,0,2.08
3435,pleasant,2,2.08
3436,congenial,0,2.08
3437,retirement,0,2.08
3438,buildings,4,2.08
3439,oxfordroad,0,2.08
3440,foresttrees,0,2.08
3441,flourished,4,2.08
3442,hawthorn,2,2.08
3443,blossomed,2,2.08
3444,vanished,0,2.08
3445,consequence,2,2.08
3446,circulated,0,2.08
3447,vigorous,8,2.08
3448,languishing,6,2.08
3449,settlement,0,2.08
3450,brilliantly,2,2.08
3451,brightness,0,2.08
3452,cheerful,0,2.08
3453,wonderful,2,2.08
3454,tranquil,0,2.08
3455,anchorage,2,2.08
3456,occupied,2,2.08
3457,callings,4,2.08
3458,purported,0,2.08
3459,building,0,2.08
3460,attainable,14,2.08
3461,courtyard,2,2.08
3462,planetree,0,2.08
3463,churchorgans,12,2.08
3464,likewise,2,2.08
3465,mysterious,2,2.08
3466,starting,20,2.09
3467,precious,2,2.09
3468,conversion,0,2.09
3469,visitors,0,2.09
3470,rumoured,2,2.09
3471,upstairs,2,2.09
3472,coachtrimming,0,2.09
3473,asserted,2,2.09
3474,countinghouse,4,2.09
3475,occasionally,2,2.09
3476,traversed,4,2.09
3477,stranger,4,2.09
3478,courtyard,2,2.09
3479,exceptions,4,2.09
3480,required,2,2.09
3481,sparrows,6,2.09
3482,planetree,2,2.09
3483,saturday,2,2.09
3484,received,2,2.09
3485,patients,0,2.09
3486,reputation,2,2.09
3487,floating,0,2.09
3488,whispers,6,2.09
3489,scientific,2,2.09
3490,knowledge,2,2.09
3491,vigilance,4,2.09
3492,conducting,0,2.09
3493,ingenious,2,2.09
3494,experiments,2,2.09
3495,otherwise,2,2.09
3496,moderate,2,2.09
3497,knowledge,2,2.09
3498,thoughts,2,2.09
3499,doorbell,0,2.09
3500,tranquil,2,2.09
3501,afternoon,2,2.09
3502,expected,4,2.09
3503,expected,4,2.09
3504,possibly,4,2.09
3505,certainty,8,2.09
3506,impossible,2,2.09
3507,handmaid,0,2.09
3508,anticipate,0,2.09
3509,intentions,2,2.09
3510,admission,0,2.09
3511,upstairs,2,2.09
3512,although,2,2.09
3513,daughter,2,2.09
3514,appeared,2,2.09
3515,innately,0,2.09
3516,agreeable,0,2.09
3517,characteristics,0,2.09
3518,furniture,4,2.09
3519,adornments,0,2.09
3520,delightful,2,2.09
3521,disposition,4,2.09
3522,everything,2,2.09
3523,arrangement,0,2.09
3524,contrast,0,2.09
3525,obtained,2,2.09
3526,delicate,2,2.09
3527,pleasant,2,2.09
3528,themselves,2,2.09
3529,expressive,2,2.09
3530,originator,0,2.09
3531,something,2,2.09
3532,peculiar,2,2.09
3533,expression,4,2.09
3534,approved,0,2.09
3535,communicated,2,2.09
3536,smilingly,4,2.09
3537,observant,0,2.09
3538,fanciful,0,2.09
3539,resemblance,2,2.09
3540,detected,0,2.08
3541,worktable,0,2.08
3542,watercolours,8,2.09
3543,consultingroom,4,2.09
3544,diningroom,0,2.09
3545,changingly,0,2.08
3546,speckled,2,2.08
3547,planetree,2,2.08
3548,shoemakers,4,2.09
3549,wineshop,6,2.09
3550,reminder,4,2.09
3551,sufferings,2,2.09
3552,proceeded,2,2.09
3553,acquaintance,4,2.09
3554,improved,2,2.09
3555,inquired,2,2.09
3556,thensharply,8,2.09
3557,answered,2,2.09
3558,meekness,4,2.09
3559,ladybird,2,2.09
3560,gracious,6,2.09
3561,something,2,2.09
3562,character,2,2.09
3563,dissociated,6,2.09
3564,shortness,2,2.09
3565,amendment,0,2.09
3566,returned,2,2.09
3567,ladybird,4,2.09
3568,hundreds,2,2.09
3569,characteristic,2,2.09
3570,whenever,2,2.09
3571,original,0,2.09
3572,proposition,2,2.09
3573,questioned,6,2.09
3574,exaggerated,2,2.09
3575,darlingor,2,2.09
3576,certainly,2,2.09
3577,affidavit,2,2.09
3578,afforded,0,2.09
3579,nothingsince,0,2.09
3580,precision,2,2.09
3581,important,2,2.09
3582,anything,2,2.09
3583,beginning,2,2.09
3584,daughter,2,2.09
3585,imputation,8,2.09
3586,expected,4,2.09
3587,circumstances,2,2.09
3588,multitudes,2,2.09
3589,forgiven,0,2.09
3590,ladybirds,0,2.09
3591,affections,0,2.09
3592,eccentricity,2,2.09
3593,unselfish,0,2.09
3594,creaturesfound,0,2.09
3595,womenwho,0,2.09
3596,admiration,4,2.09
3597,themselves,2,2.09
3598,accomplishments,2,2.09
3599,fortunate,2,2.09
3600,faithful,2,2.09
3601,rendered,2,2.09
3602,mercenary,2,2.09
3603,retributive,0,2.09
3604,arrangements,2,2.09
3605,arrangements,2,2.09
3606,stationed,2,2.09
3607,immeasurably,0,2.09
3608,balances,2,2.09
3609,tellsons,2,2.09
3610,ladybird,4,2.09
3611,inquiries,4,2.09
3612,personal,2,2.09
3613,established,0,2.09
3614,heartless,0,2.09
3615,scoundrel,0,2.09
3616,stripped,0,2.09
3617,everything,2,2.09
3618,possessed,2,2.09
3619,speculate,2,2.09
3620,abandoned,2,2.09
3621,evermore,0,2.09
3622,compunction,2,2.09
3623,fidelity,10,2.09
3624,deducting,0,2.09
3625,business,2,2.09
3626,drawingroom,2,2.09
3627,friendly,0,2.09
3628,relations,2,2.09
3629,shoemaking,2,2.09
3630,returned,2,2.09
3631,anything,2,2.09
3632,imagination,0,2.09
3633,corrected,6,2.09
3634,supposeyou,0,2.09
3635,sometimes,2,2.09
3636,laughing,2,2.09
3637,preserved,4,2.09
3638,relative,0,2.09
3639,oppressed,0,2.09
3640,oppressor,12,2.09
3641,anything,2,2.09
3642,ladybird,4,2.09
3643,questions,2,2.09
3644,business,2,2.09
3645,business,2,2.09
3646,inquired,2,2.09
3647,placidity,12,2.09
3648,adjective,0,2.09
3649,businessis,0,2.09
3650,remarkable,2,2.09
3651,unquestionably,2,2.09
3652,innocent,2,2.09
3653,question,2,2.09
3654,business,2,2.09
3655,relations,2,2.09
3656,intimate,2,2.09
3657,daughter,2,2.09
3658,devotedly,6,2.09
3659,attached,2,2.09
3660,devotedly,8,2.09
3661,attached,2,2.09
3662,approach,2,2.09
3663,curiosity,6,2.09
3664,interest,2,2.09
3665,understanding,6,2.10
3666,softened,2,2.10
3667,dreadful,2,2.10
3668,remembrance,6,2.10
3669,recovered,2,2.10
3670,pleasant,2,2.10
3671,profounder,0,2.10
3672,suppression,0,2.10
3673,uneasiness,4,2.10
3674,sometimes,2,2.10
3675,confidence,2,2.10
3676,instantly,4,2.10
3677,sometimes,2,2.10
3678,overhead,2,2.10
3679,ladybird,4,2.10
3680,together,2,2.10
3681,composed,4,2.10
3682,restlessness,2,2.10
3683,together,2,2.10
3684,together,2,2.10
3685,notwithstanding,0,2.10
3686,imagination,2,2.10
3687,perception,2,2.10
3688,monotonously,2,2.10
3689,repetition,0,2.10
3690,testified,0,2.10
3691,possessing,0,2.10
3692,mentioned,2,2.10
3693,wonderful,2,2.10
3694,resoundingly,4,2.10
3695,conference,2,2.10
3696,hundreds,2,2.10
3697,acoustical,8,2.10
3698,properties,0,2.10
3699,peculiar,4,2.10
3700,daughter,2,2.10
3701,approach,4,2.10
3702,daughter,2,2.10
3703,pleasant,2,2.10
3704,darlings,4,2.10
3705,upstairs,1,2.10
3706,touching,2,2.10
3707,handkerchief,6,2.10
3708,smoothing,0,2.10
3709,possibly,4,2.10
3710,handsomest,0,2.10
3711,pleasant,2,2.10
3712,embracing,0,2.10
3713,thanking,0,2.10
3714,protesting,0,2.10
3715,herwhich,2,2.10
3716,playfully,0,2.10
3717,pleasant,2,2.10
3718,spoiling,0,2.10
3719,possible,2,2.10
3720,pleasant,2,2.10
3721,thanking,2,2.10
3722,bachelor,2,2.10
3723,declining,0,2.09
3724,hundreds,2,2.09
3725,fulfilment,0,2.09
3726,prediction,6,2.10
3727,dinnertime,0,2.09
3728,hundreds,2,2.09
3729,arrangements,2,2.09
3730,household,2,2.09
3731,acquitted,2,2.09
3732,marvellously,0,2.09
3733,contrivances,0,2.09
3734,friendship,2,2.09
3735,thoroughly,2,2.09
3736,practical,4,2.09
3737,adjacent,2,2.09
3738,provinces,0,2.09
3739,impoverished,0,2.09
3740,shillings,2,2.09
3741,culinary,0,2.09
3742,mysteries,2,2.09
3743,daughters,2,2.09
3744,acquired,2,2.09
3745,wonderful,2,2.09
3746,domestics,0,2.09
3747,regarded,2,2.09
3748,sorceress,0,2.09
3749,cinderellas,0,2.09
3750,godmother,0,2.09
3751,vegetable,0,2.09
3752,anything,2,2.09
3753,persisted,0,2.09
3754,ladybird,4,2.09
3755,admittance,0,2.09
3756,occasion,2,2.09
3757,responding,0,2.09
3758,ladybirds,2,2.09
3759,pleasant,2,2.09
3760,pleasant,2,2.09
3761,exceedingly,2,2.09
3762,pleasant,2,2.09
3763,oppressive,0,2.09
3764,proposed,2,2.09
3765,planetree,2,2.09
3766,everything,2,2.09
3767,revolved,0,2.09
3768,planetree,2,2.09
3769,installed,2,2.09
3770,cupbearer,0,2.09
3771,planetree,2,2.09
3772,replenished,0,2.09
3773,mysterious,2,2.09
3774,planetree,2,2.09
3775,whispered,2,2.09
3776,hundreds,2,2.09
3777,themselves,2,2.09
3778,presented,0,2.08
3779,planetree,2,2.08
3780,received,2,2.08
3781,suddenly,2,2.08
3782,afflicted,0,2.08
3783,twitching,0,2.08
3784,unfrequently,4,2.08
3785,disorder,0,2.08
3786,familiar,2,2.08
3787,conversation,2,2.08
3788,condition,2,2.08
3789,specially,2,2.08
3790,resemblance,2,2.08
3791,shoulder,2,2.08
3792,agreeable,2,2.08
3793,likeness,2,2.08
3794,subjects,2,2.08
3795,vivacity,0,2.08
3796,planetreeand,0,2.08
3797,happened,2,2.08
3798,buildings,2,2.08
3799,londonhave,0,2.08
3800,casually,0,2.08
3801,interest,2,2.08
3802,remember,4,2.08
3803,reddening,0,2.08
3804,character,2,2.08
3805,character,2,2.08
3806,facilities,2,2.08
3807,alterations,0,2.08
3808,forgotten,2,2.08
3809,inscriptions,2,2.08
3810,prisonersdates,0,2.08
3811,complaints,0,2.08
3812,prisoner,4,2.08
3813,execution,0,2.08
3814,instrument,2,2.08
3815,hurriedly,2,2.08
3816,unsteady,2,2.08
3817,carefully,2,2.08
3818,examined,2,2.08
3819,prisoner,4,2.08
3820,initials,0,2.08
3821,fruitless,0,2.08
3822,suggested,2,2.08
3823,initials,2,2.08
3824,complete,2,2.08
3825,examined,2,2.08
3826,carefully,2,2.08
3827,inscription,4,2.08
3828,fragment,2,2.08
3829,leathern,2,2.08
3830,prisoner,4,2.08
3831,something,2,2.08
3832,exclaimed,2,2.08
3833,suddenly,2,2.08
3834,terrified,2,2.08
3835,recovered,2,2.08
3836,instantly,2,2.08
3837,raindrops,0,2.08
3838,reference,2,2.08
3839,discovery,4,2.08
3840,business,2,2.08
3841,detected,2,2.08
3842,detected,2,2.08
3843,singular,2,2.08
3844,passages,2,2.08
3845,recovered,2,2.08
3846,business,2,2.08
3847,surprises,0,2.08
3848,startled,0,2.08
3849,hundreds,2,2.08
3850,although,2,2.08
3851,overpowered,2,2.08
3852,teatable,4,2.08
3853,twilight,2,2.08
3854,curtains,0,2.08
3855,thundergusts,0,2.08
3856,spectral,2,2.08
3857,raindrops,2,2.08
3858,watching,0,2.08
3859,watching,2,2.08
3860,lightning,0,2.08
3861,speeding,0,2.08
3862,wonderful,2,2.08
3863,resounded,0,2.08
3864,footsteps,2,2.08
3865,footstep,0,2.07
3866,multitude,2,2.07
3867,solitude,2,2.07
3868,listened,2,2.07
3869,impressive,8,2.08
3870,sometimes,2,2.08
3871,fanciedbut,2,2.08
3872,impressive,10,2.08
3873,originate,2,2.08
3874,communicated,2,2.08
3875,sometimes,2,2.08
3876,listening,2,2.08
3877,footsteps,2,2.08
3878,byandbye,0,2.08
3879,footsteps,2,2.08
3880,incessant,0,2.08
3881,reechoed,0,2.08
3882,breaking,2,2.08
3883,stopping,2,2.08
3884,altogether,2,2.08
3885,footsteps,2,2.08
3886,destined,0,2.08
3887,imagined,0,2.08
3888,footsteps,2,2.08
3889,questions,2,2.08
3890,stipulations,0,2.07
3891,lightning,2,2.07
3892,lounging,2,2.07
3893,typified,0,2.07
3894,memorable,0,2.07
3895,lightning,2,2.07
3896,interval,2,2.07
3897,midnight,2,2.07
3898,striking,2,2.07
3899,escorted,0,2.07
3900,highbooted,2,2.07
3901,returnpassage,0,2.07
3902,clerkenwell,14,2.08
3903,solitary,0,2.07
3904,clerkenwell,14,2.08
3905,footpads,0,2.08
3906,retained,2,2.08
3907,performed,0,2.08
3908,masternor,0,2.08
3909,answered,2,2.08
3910,business,2,2.08
3911,together,2,2.08
3912,monseigneur,0,2.08
3913,monseigneur,2,2.08
3914,fortnightly,0,2.08
3915,reception,2,2.08
3916,monseigneur,2,2.08
3917,sanctuary,0,2.07
3918,sanctuaries,0,2.07
3919,holiests,0,2.07
3920,worshippers,2,2.07
3921,monseigneur,2,2.07
3922,chocolate,2,2.07
3923,monseigneur,2,2.07
3924,supposed,2,2.07
3925,swallowing,2,2.07
3926,mornings,2,2.07
3927,chocolate,4,2.07
3928,monseigneur,2,2.07
3929,gorgeous,0,2.07
3930,decoration,2,2.07
3931,emulative,0,2.07
3932,monseigneur,2,2.07
3933,chocolate,4,2.07
3934,monseigneurs,0,2.07
3935,chocolatepot,0,2.07
