s_no,key,num_equality_compares,cumulative_avg
7668,sensibly,6,2.04
7669,relieved,2,2.04
7670,brooding,8,2.04
7671,impossible,2,2.04
7672,impossible,2,2.04
7673,returned,2,2.04
7674,extraordinary,2,2.04
7675,remembrance,2,2.04
7676,associations,2,2.04
7677,distressing,4,2.04
7678,recalled,2,2.04
7679,probable,2,2.04
7680,associations,2,2.04
7681,recalledsay,2,2.04
7682,circumstancessay,2,2.04
7683,particular,4,2.04
7684,occasion,2,2.04
7685,remember,4,2.04
7686,hesitation,2,2.04
7687,desolately,0,2.04
7688,answered,2,2.04
7689,recovering,2,2.04
7690,firmness,2,2.04
7691,yielding,2,2.04
7692,pressure,0,2.04
7693,complicated,0,2.04
7694,something,2,2.04
7695,foreseen,0,2.04
7696,contended,4,2.04
7697,recovering,2,2.04
7698,thankful,2,2.04
7699,thankful,2,2.04
7700,repeated,2,2.04
7701,reverence,6,2.04
7702,instructed,0,2.04
7703,studious,2,2.04
7704,unusually,2,2.04
7705,energetic,2,2.04
7706,acquisition,2,2.04
7707,professional,6,2.04
7708,knowledge,2,2.04
7709,conducting,2,2.04
7710,experiments,4,2.04
7711,character,2,2.04
7712,singular,2,2.04
7713,occupation,6,2.04
7714,affliction,2,2.04
7715,occupied,2,2.04
7716,unhealthy,0,2.04
7717,direction,2,2.04
7718,observed,2,2.04
7719,discovery,4,2.04
7720,overworked,0,2.04
7721,direction,2,2.04
7722,counterweight,0,2.04
7723,persistent,0,2.04
7724,business,2,2.04
7725,assuming,26,2.04
7726,overworked,2,2.04
7727,disorder,2,2.04
7728,firmness,2,2.04
7729,selfconviction,0,2.04
7730,anything,2,2.04
7731,association,0,2.04
7732,henceforth,2,2.04
7733,extraordinary,2,2.04
7734,happened,2,2.04
7735,recovery,2,2.04
7736,difficult,2,2.04
7737,sounding,2,2.04
7738,circumstances,2,2.04
7739,exhausted,0,2.04
7740,diffidence,0,2.04
7741,delicate,2,2.04
7742,organisation,0,2.04
7743,confidence,2,2.04
7744,assurance,2,2.04
7745,personal,2,2.04
7746,endurance,2,2.04
7747,distress,2,2.04
7748,confidence,2,2.04
7749,professed,2,2.04
7750,relieved,2,2.04
7751,encouraged,4,2.04
7752,approached,2,2.04
7753,difficult,2,2.04
7754,remembering,2,2.04
7755,conversation,2,2.04
7756,remembering,2,2.04
7757,occupation,6,2.04
7758,influence,2,2.04
7759,affliction,4,2.04
7760,recovered,2,2.04
7761,clearing,0,2.04
7762,callblacksmiths,6,2.04
7763,blacksmiths,2,2.04
7764,illustration,2,2.04
7765,unexpectedly,4,2.04
7766,forehead,2,2.04
7767,nervously,6,2.04
7768,forehead,2,2.04
7769,nervously,8,2.04
7770,understand,2,2.04
7771,question,2,2.04
7772,consistently,0,2.04
7773,innermost,2,2.04
7774,workings,2,2.04
7775,frightfully,6,2.04
7776,occupation,6,2.04
7777,relieved,2,2.04
7778,substituting,0,2.04
7779,perplexity,2,2.04
7780,perplexity,2,2.04
7781,substituting,2,2.04
7782,practised,2,2.04
7783,ingenuity,2,2.04
7784,ingenuity,2,2.04
7785,confidence,2,2.04
7786,employment,2,2.04
7787,illustration,2,2.04
7788,information,2,2.04
7789,plodding,2,2.04
7790,business,2,2.04
7791,material,2,2.04
7792,shillings,2,2.04
7793,banknotesmay,2,2.04
7794,retention,4,2.04
7795,retention,6,2.04
7796,concession,0,2.04
7797,misgiving,6,2.04
7798,tremulously,2,2.04
7799,companion,2,2.04
7800,firmness,2,2.04
7801,disquieted,0,2.04
7802,recommend,4,2.04
7803,sacrifice,2,2.04
7804,authority,2,2.04
7805,authority,4,2.05
7806,daughters,2,2.05
7807,struggle,2,2.05
7808,sanction,0,2.04
7809,companion,2,2.04
7810,conference,2,2.04
7811,restored,2,2.04
7812,following,2,2.04
7813,remained,4,2.05
7814,perfectly,4,2.05
7815,fourteenth,6,2.05
7816,precaution,2,2.05
7817,previously,6,2.05
7818,explained,2,2.05
7819,accordance,2,2.05
7820,suspicions,4,2.05
7821,attended,2,2.05
7822,carrying,2,2.05
7823,mysterious,2,2.05
7824,shoemakers,4,2.05
7825,assisting,4,2.05
7826,murderfor,0,2.05
7827,grimness,0,2.05
7828,unsuitable,0,2.05
7829,previously,6,2.05
7830,convenient,2,2.05
7831,commenced,4,2.05
7832,destruction,4,2.05
7833,commission,0,2.05
7834,accomplices,2,2.05
7835,horrible,2,2.05
7836,newlymarried,2,2.05
7837,appeared,2,2.05
7838,congratulations,0,2.05
7839,presented,2,2.05
7840,improved,2,2.05
7841,fidelity,2,2.05
7842,observation,2,2.05
7843,opportunity,2,2.05
7844,speaking,2,2.05
7845,overheard,6,2.05
7846,scarcely,2,2.05
7847,darnayas,0,2.05
7848,naturalasked,0,2.05
7849,goodhumour,2,2.05
7850,goodfellowship,0,2.05
7851,comprehend,4,2.05
7852,remember,4,2.05
7853,occasion,2,2.05
7854,thanthan,8,2.05
7855,remember,4,2.05
7856,occasion,2,2.05
7857,drinking,2,2.05
7858,remember,4,2.05
7859,occasions,2,2.05
7860,remember,4,2.05
7861,earnestness,2,2.05
7862,anything,2,2.05
7863,alarming,0,2.05
7864,careless,2,2.05
7865,occasion,2,2.05
7866,question,2,2.05
7867,insufferable,0,2.05
7868,oblivion,2,2.05
7869,represent,6,2.05
7870,forgotten,2,2.05
7871,returned,2,2.05
7872,forgiveness,0,2.05
7873,surprise,2,2.05
7874,gentleman,2,2.05
7875,dismissed,2,2.05
7876,important,2,2.05
7877,remember,4,2.05
7878,rendered,2,2.05
7879,professional,8,2.05
7880,claptrap,4,2.05
7881,rendered,2,2.05
7882,rendered,2,2.05
7883,speaking,2,2.05
7884,obligation,4,2.05
7885,returned,2,2.05
7886,speaking,2,2.05
7887,incapable,2,2.05
7888,dissolute,0,2.05
7889,worthless,2,2.05
7890,indifferent,4,2.05
7891,reputation,2,2.05
7892,permitted,2,2.05
7893,privileged,0,2.05
7894,regarded,2,2.05
7895,resemblance,2,2.05
7896,detected,2,2.05
7897,unornamental,4,2.05
7898,furniture,4,2.05
7899,tolerated,2,2.05
7900,permission,6,2.05
7901,indicated,2,2.05
7902,afterwards,2,2.05
7903,appearance,2,2.05
7904,unsubstantial,0,2.05
7905,conversation,2,2.05
7906,carelessness,12,2.05
7907,recklessness,2,2.05
7908,bitterly,2,2.05
7909,thoughts,2,2.05
7910,afterwards,2,2.05
7911,forehead,2,2.05
7912,strongly,2,2.05
7913,thoughtful,4,2.05
7914,inquiring,4,2.05
7915,attentive,4,2.05
7916,expression,2,2.05
7917,thoughtful,4,2.05
7918,something,2,2.05
7919,question,2,2.05
7920,deserves,0,2.05
7921,consideration,2,2.05
7922,expressed,2,2.05
7923,generous,2,2.05
7924,bleeding,4,2.05
7925,reflection,2,2.05
7926,astounded,4,2.05
7927,reclaimed,4,2.05
7928,scarcely,2,2.05
7929,anything,2,2.05
7930,character,2,2.05
7931,fortunes,2,2.05
7932,reparable,0,2.05
7933,magnanimous,2,2.05
7934,beautiful,2,2.05
7935,clinging,2,2.05
7936,remember,4,2.05
7937,happiness,2,2.05
7938,supplication,2,2.05
7939,remember,4,2.05
7940,remember,4,2.05
7941,wanderer,0,2.05
7942,innocent,2,2.05
7943,disclosure,2,2.05
7944,nightand,0,2.05
7945,compassion,2,2.05
7946,footsteps,2,2.05
7947,wonderful,2,2.05
7948,remarked,2,2.05
7949,directress,2,2.05
7950,companion,2,2.05
7951,tranquilly,2,2.05
7952,resounding,0,2.05
7953,listening,2,2.05
7954,footsteps,2,2.05
7955,perfectly,4,2.05
7956,something,2,2.05
7957,something,2,2.05
7958,scarcely,2,2.05
7959,fluttering,2,2.05
7960,doubtshopes,4,2.05
7961,remaining,2,2.05
7962,delightdivided,0,2.05
7963,footsteps,2,2.05
7964,thoughts,2,2.05
7965,desolate,4,2.05
7966,advancing,2,2.05
7967,prattling,4,2.05
7968,children,2,2.05
7969,confided,0,2.05
7970,together,2,2.05
7971,influence,2,2.05
7972,predominate,2,2.05
7973,friendly,2,2.05
7974,soothing,2,2.05
7975,husbands,2,2.05
7976,prosperous,2,2.05
7977,awakening,0,2.05
7978,whipcorrected,0,2.05
7979,snorting,16,2.05
7980,planetree,2,2.05
7981,departed,2,2.05
7982,entrusted,2,2.05
7983,rustling,6,2.05
7984,gardentomb,0,2.05
7985,murmurlike,2,2.05
7986,breathing,2,2.05
7987,comically,2,2.05
7988,studious,2,2.05
7989,dressing,0,2.05
7990,footstool,0,2.05
7991,chattered,2,2.05
7992,answered,2,2.05
7993,halfdozen,2,2.05
7994,privilege,4,2.05
7995,uninvited,2,2.05
7996,regarding,4,2.05
7997,whispered,2,2.05
7998,whispered,2,2.05
7999,blameless,0,2.05
8000,unchanged,2,2.05
8001,children,2,2.05
8002,sympathy,2,2.05
8003,instinctive,8,2.05
8004,delicacy,6,2.05
8005,sensibilities,0,2.05
8006,stranger,2,2.05
8007,shouldered,4,2.05
8008,favoured,2,2.05
8009,unhappily,4,2.05
8010,stronger,2,2.05
8011,stimulating,0,2.05
8012,disgrace,4,2.05
8013,emerging,4,2.06
8014,supposed,2,2.06
8015,property,2,2.06
8016,particularly,2,2.06
8017,straight,4,2.06
8018,dumpling,0,2.06
8019,gentlemen,2,2.06
8020,patronage,4,2.06
8021,offensive,2,2.06
8022,delicately,4,2.06
8023,breadand,0,2.06
8024,matrimonial,4,2.06
8025,rejection,6,2.06
8026,breadandcheese,0,2.06
8027,indignation,4,2.06
8028,afterwards,2,2.06
8029,training,0,2.06
8030,gentlemen,2,2.06
8031,directing,6,2.06
8032,tutorfellow,0,2.06
8033,declaiming,0,2.06
8034,fullbodied,0,2.06
8035,practice,2,2.06
8036,diamondcutdiamond,2,2.06
8037,rendered,2,2.06
8038,familiars,0,2.06
8039,occasionally,2,2.06
8040,fullbodied,2,2.06
8041,believed,2,2.06
8042,himselfwhich,0,2.05
8043,incorrigible,2,2.05
8044,aggravation,0,2.05
8045,originally,4,2.05
8046,offenders,2,2.05
8047,suitably,6,2.06
8048,sometimes,2,2.06
8049,sometimes,2,2.06
8050,laughing,2,2.06
8051,listened,2,2.06
8052,daughter,2,2.06
8053,selfpossessed,2,2.06
8054,husbands,2,2.06
8055,lightest,4,2.06
8056,directed,2,2.06
8057,abundant,2,2.06
8058,everything,2,2.06
8059,distance,2,2.06
8060,menacingly,4,2.06
8061,birthday,2,2.06
8062,dreadful,2,2.06
8063,thousand,2,2.06
8064,eightynine,0,2.06
8065,tellsons,2,2.06
8066,reminded,2,2.06
8067,lightning,2,2.06
8068,tellsons,2,2.06
8069,business,2,2.06
8070,uneasiness,2,2.06
8071,actually,2,2.06
8072,confidence,2,2.06
8073,customers,2,2.06
8074,property,2,2.06
8075,positively,4,2.06
8076,unreasonable,2,2.06
8077,tellsons,2,2.06
8078,troubled,2,2.06
8079,ordinary,4,2.06
8080,occasion,2,2.06
8081,threatening,2,2.06
8082,assented,2,2.06
8083,persuade,2,2.06
8084,grumbled,0,2.06
8085,determined,2,2.06
8086,botheration,4,2.06
8087,entering,6,2.06
8088,forebodings,2,2.06
8089,surrounded,2,2.06
8090,backgammon,4,2.06
8091,teaboard,0,2.06
8092,precious,2,2.06
8093,sleeping,2,2.06
8094,anything,2,2.06
8095,otherwise,2,2.06
8096,numerous,2,2.06
8097,headlong,0,2.06
8098,dangerous,2,2.06
8099,footsteps,2,2.06
8100,anybodys,2,2.06
8101,footsteps,2,2.06
8102,footsteps,2,2.06
8103,scarecrows,2,2.06
8104,frequent,0,2.06
8105,bayonets,2,2.06
8106,tremendous,2,2.06
8107,struggled,2,2.06
8108,shrivelled,0,2.06
8109,branches,0,2.06
8110,convulsively,6,2.06
8111,clutching,2,2.06
8112,semblance,0,2.06
8113,crookedly,6,2.06
8114,quivered,2,2.06
8115,lightning,2,2.06
8116,distributedso,2,2.06
8117,cartridges,4,2.06
8118,distracted,0,2.06
8119,ingenuity,2,2.06
8120,discover,2,2.06
8121,themselves,2,2.06
8122,bleeding,4,2.06
8123,highfever,0,2.06
8124,highfever,2,2.06
8125,creature,2,2.06
8126,demented,0,2.06
8127,passionate,2,2.06
8128,readiness,0,2.06
8129,sacrifice,2,2.06
8130,whirlpool,8,2.06
8131,defarges,2,2.06
8132,wineshop,2,2.06
8133,tendency,2,2.06
8134,begrimed,0,2.06
8135,gunpowder,0,2.06
8136,disarmed,0,2.06
8137,laboured,2,2.06
8138,thickest,16,2.06
8139,separate,2,2.06
8140,yourselves,8,2.06
8141,patriots,0,2.06
8142,composed,2,2.06
8143,knitting,2,2.06
8144,resolute,2,2.06
8145,occupied,2,2.06
8146,implements,0,2.06
8147,byandbye,2,2.06
8148,resounding,2,2.06
8149,patriots,2,2.06
8150,bastille,6,2.06
8151,detested,4,2.06
8152,overflowed,0,2.06
8153,alarmbells,2,2.06
8154,thundering,2,2.06
8155,drawbridge,2,2.06
8156,cannonierdefarge,4,2.06
8157,wineshop,2,2.06
8158,drawbridge,2,2.06
8159,drawbridge,2,2.06
8160,comrades,4,2.06
8161,thousand,2,2.06
8162,thousand,2,2.06
8163,fiveandtwenty,4,2.06
8164,thousand,2,2.06
8165,devilswhich,0,2.06
8166,preferwork,0,2.06
8167,wineshop,2,2.06
8168,trooping,10,2.06
8169,variously,0,2.06
8170,drawbridge,2,2.06
8171,displacements,2,2.06
8172,flashing,6,2.06
8173,waggonloads,0,2.06
8174,neighbouring,2,2.06
8175,barricades,0,2.06
8176,directions,2,2.06
8177,execrations,0,2.06
8178,sounding,2,2.06
8179,drawbridge,2,2.06
8180,wineshop,2,2.06
8181,fortress,2,2.06
8182,parleythis,0,2.06
8183,perceptible,10,2.06
8184,itsuddenly,0,2.06
8185,immeasurably,2,2.06
8186,wineshop,2,2.06
8187,drawbridge,2,2.06
8188,surrendered,8,2.06
8189,resistless,2,2.06
8190,impracticable,2,2.06
8191,struggling,0,2.06
8192,courtyard,2,2.06
8193,bastille,6,2.06
8194,struggle,2,2.06
8195,distance,2,2.06
8196,everywhere,2,2.06
8197,exultation,0,2.06
8198,deafening,0,2.06
8199,maniacal,6,2.06
8200,bewilderment,2,2.06
8201,astounding,0,2.06
8202,dumbshow,2,2.06
8203,prisoners,2,2.06
8204,instruments,2,2.06
8205,prisoners,2,2.06
8206,thousand,2,2.06
8207,incoherences,0,2.06
8208,prisoners,2,2.06
8209,eternity,2,2.06
8210,foremost,0,2.06
8211,officers,2,2.06
8212,threatening,4,2.06
8213,remained,4,2.06
8214,undisclosed,2,2.06
8215,separated,2,2.06
8216,faithfully,2,2.06
8217,monsieur,2,2.06
8218,captivity,2,2.06
8219,monsieur,2,2.06
8220,evidently,2,2.06
8221,disappointed,4,2.06
8222,dialogue,2,2.06
8223,bloodshed,0,2.06
8224,defarges,2,2.06
8225,turnkeys,2,2.06
8226,together,2,2.06
8227,discourse,2,2.06
8228,tremendous,2,2.06
8229,irruption,0,2.06
8230,fortress,2,2.06
8231,inundation,2,2.06
8232,passages,2,2.06
8233,staircases,0,2.06
8234,occasionally,2,2.06
8235,cavernous,0,2.06
8236,waterfalls,0,2.06
8237,staircases,2,2.06
8238,especially,2,2.06
8239,inundation,4,2.06
8240,descending,0,2.06
8241,climbing,2,2.06
8242,thickness,0,2.06
8243,fortress,2,2.06
8244,destroyed,0,2.06
8245,clashing,0,2.06
8246,heavilygrated,2,2.06
8247,unglazed,2,2.06
8248,stooping,2,2.06
8249,feathery,6,2.06
8250,woodashes,0,2.06
8251,blackened,6,2.06
8252,followed,2,2.06
8253,stoplook,0,2.06
8254,greedily,0,2.06
8255,alexandre,0,2.06
8256,following,2,2.06
8257,forefinger,2,2.06
8258,engrained,0,2.06
8259,gunpowder,2,2.06
8260,physician,0,2.06
8261,scratched,0,2.06
8262,calendar,0,2.06
8263,linstock,0,2.06
8264,exchange,12,2.06
8265,instruments,2,2.06
8266,wormeaten,0,2.06
8267,wrathfully,2,2.06
8268,fragments,2,2.06
8269,throwing,2,2.06
8270,menacing,2,2.06
8271,dropping,10,2.06
8272,woodashes,2,2.06
8273,cautious,0,2.06
8274,together,2,2.06
8275,stooping,2,2.06
8276,lowarched,0,2.06
8277,retraced,0,2.06
8278,courtyard,2,2.06
8279,clamorous,6,2.06
8280,wineshop,2,2.06
8281,foremost,2,2.06
8282,governor,0,2.06
8283,defended,2,2.06
8284,bastille,6,2.06
8285,otherwise,2,2.06
8286,governor,2,2.06
8287,judgment,2,2.06
8288,otherwise,2,2.06
8289,governor,2,2.06
8290,suddenly,2,2.06
8291,worthlessness,4,2.06
8292,unavenged,0,2.06
8293,universe,0,2.06
8294,contention,2,2.06
8295,encompass,2,2.06
8296,conspicuous,2,2.06
8297,decoration,2,2.06
8298,pointing,2,2.06
8299,immovable,2,2.06
8300,remained,4,2.06
8301,immovable,2,2.06
8302,remained,4,2.06
8303,immovable,2,2.06
8304,remained,4,2.06
8305,immovable,2,2.06
8306,destination,2,2.06
8307,remained,4,2.06
8308,immovable,2,2.06
8309,longgathering,0,2.06
8310,suddenly,2,2.06
8311,animated,2,2.06
8312,knifelong,2,2.06
8313,readyhewed,0,2.06
8314,horrible,2,2.06
8315,hoisting,2,2.06
8316,antoines,6,2.06
8317,domination,0,2.06
8318,downdown,0,2.06
8319,governors,2,2.06
8320,mutilation,14,2.06
8321,soldiers,2,2.06
8322,swinging,2,2.06
8323,sentinel,0,2.06
8324,threatening,4,2.06
8325,destructive,0,2.06
8326,upheaving,4,2.06
8327,unfathomed,2,2.06
8328,remorseless,0,2.06
8329,turbulently,4,2.06
8330,vengeance,2,2.06
8331,hardened,14,2.06
8332,furnaces,2,2.06
8333,suffering,2,2.06
8334,expression,2,2.06
8335,faceseach,8,2.06
8336,contrasting,0,2.06
8337,memorable,2,2.06
8338,prisoners,2,2.06
8339,suddenly,2,2.06
8340,released,2,2.06
8341,overhead,2,2.06
8342,wondering,2,2.06
8343,rejoiced,2,2.06
8344,drooping,2,2.06
8345,halfseen,8,2.06
8346,impassive,6,2.06
8347,suspendednot,0,2.06
8348,abolishedexpression,2,2.06
8349,bloodless,10,2.06
8350,prisoners,2,2.06
8351,released,2,2.06
8352,accursed,2,2.06
8353,fortress,2,2.06
8354,discovered,2,2.06
8355,memorials,2,2.06
8356,prisoners,2,2.06
8357,heartssuch,0,2.06
8358,suchlike,0,2.06
8359,footsteps,2,2.06
8360,thousand,2,2.06
8361,eightynine,2,2.06
8362,headlong,2,2.06
8363,dangerous,2,2.06
8364,breaking,2,2.06
8365,defarges,2,2.06
8366,wineshop,2,2.06
8367,purified,0,2.06
8368,exultant,4,2.06
8369,fraternal,0,2.06
8370,embraces,2,2.06
8371,congratulations,2,2.06
8372,presiding,2,2.06
8373,customers,2,2.06
8374,brotherhood,0,2.06
8375,extremely,2,2.06
8376,trusting,2,2.06
8377,themselves,2,2.06
8378,portentously,0,2.06
8379,contemplating,6,2.06
8380,wineshop,2,2.06
8381,loungers,2,2.06
8382,miserable,2,2.06
8383,manifest,4,2.06
8384,enthroned,0,2.06
8385,distress,2,2.06
8386,raggedest,0,2.06
8387,nightcap,2,2.06
8388,wretchedest,0,2.06
8389,significance,2,2.06
8390,knitting,2,2.06
8391,experience,2,2.06
8392,appearance,2,2.06
8393,hammering,2,2.06
8394,hundreds,2,2.06
8395,finishing,0,2.06
8396,mightily,2,2.06
8397,expression,2,2.06
8398,observing,2,2.06
8399,suppressed,2,2.06
8400,approval,2,2.06
8401,sisterhood,4,2.06
8402,children,2,2.06
8403,lieutenant,2,2.06
8404,complimentary,14,2.06
8405,vengeance,2,2.06
8406,vengeance,2,2.06
8407,outermost,2,2.06
8408,wineshop,2,2.06
8409,suddenly,2,2.06
8410,fastspreading,2,2.06
8411,patriots,2,2.06
8412,breathless,2,2.06
8413,everywhere,2,2.06
8414,background,4,2.06
8415,wineshop,2,2.06
8416,contemptuously,0,2.06
8417,everybody,2,2.06
8418,famished,2,2.06
8419,everybody,2,2.06
8420,universal,2,2.06
8421,reasonthat,0,2.06
8422,represented,2,2.06
8423,mockfuneral,0,2.06
8424,prisoner,4,2.06
8425,wretched,2,2.06
8426,threescore,0,2.06
8427,answering,2,2.06
8428,profound,2,2.06
8429,followed,2,2.06
8430,steadfastly,2,2.06
8431,vengeance,2,2.06
8432,patriots,2,2.06
8433,determined,2,2.06
8434,instantly,2,2.06
8435,defarges,2,2.06
8436,together,2,2.06
8437,vengeance,2,2.06
8438,uttering,2,2.06
8439,terrific,0,2.06
8440,flinging,2,2.06
8441,terrible,2,2.06
8442,bloodyminded,0,2.06
8443,household,2,2.06
8444,occupations,10,2.06
8445,children,2,2.06
8446,crouching,2,2.06
8447,famished,2,2.06
8448,streaming,2,2.06
8449,themselves,2,2.06
8450,miscreant,0,2.06
8451,daughter,2,2.06
8452,screaming,2,2.06
8453,starving,0,2.06
8454,suffering,2,2.06
8455,withered,2,2.06
8456,husbands,2,2.06
8457,brothers,2,2.06
8458,striking,2,2.06
8459,passionate,2,2.06
8460,belonging,4,2.06
8461,trampled,4,2.06
8462,nevertheless,2,2.06
8463,sufferings,4,2.06
8464,creature,2,2.06
8465,antoines,8,2.06
8466,children,2,2.06
8467,examination,2,2.06
8468,overflowing,0,2.06
8469,adjacent,2,2.06
8470,defarges,2,2.06
8471,vengeance,2,2.06
8472,distance,2,2.06
8473,pointing,2,2.06
8474,immediately,2,2.06
8475,explaining,0,2.06
8476,satisfaction,2,2.06
8477,explaining,2,2.06
8478,neighbouring,2,2.06
8479,resounded,2,2.06
8480,clapping,2,2.06
8481,similarly,4,2.06
8482,winnowing,0,2.06
8483,defarges,2,2.06
8484,frequent,2,2.06
8485,expressions,2,2.06
8486,impatience,2,2.06
8487,marvellous,2,2.06
8488,quickness,4,2.06
8489,distance,2,2.06
8490,wonderful,2,2.06
8491,exercise,2,2.06
8492,external,2,2.06
8493,architecture,4,2.06
8494,telegraph,0,2.06
8495,building,2,2.06
8496,protection,2,2.06
8497,directly,2,2.06
8498,prisoners,2,2.06
8499,surprisingly,2,2.06
8500,directly,2,2.06
8501,furthest,2,2.06
8502,confines,2,2.06
8503,miserable,2,2.06
8504,embracemadame,0,2.06
8505,followed,2,2.06
8506,vengeance,2,2.06
8507,percheswhen,0,2.06
8508,foremost,2,2.06
8509,building,2,2.06
8510,hundreds,2,2.06
8511,bleeding,4,2.06
8512,entreating,0,2.06
8513,beseeching,8,2.06
8514,vehement,0,2.06
8515,mouseand,0,2.06
8516,silently,2,2.06
8517,composedly,2,2.06
8518,besought,0,2.06
8519,passionately,0,2.06
8520,screeching,0,2.06
8521,shrieking,0,2.06
8522,shrieking,2,2.06
8523,merciful,2,2.06
8524,soninlaw,0,2.06
8525,despatched,2,2.06
8526,insulters,0,2.06
8527,himwould,0,2.06
8528,companyset,8,2.06
8529,wolfprocession,0,2.06
8530,children,2,2.06
8531,breadless,0,2.06
8532,miserable,2,2.06
8533,patiently,4,2.06
8534,stomachs,2,2.06
8535,beguiled,4,2.06
8536,embracing,2,2.06
8537,triumphs,0,2.06
8538,achieving,0,2.06
8539,gradually,2,2.06
8540,shortened,0,2.06
8541,neighbours,2,2.06
8542,afterwards,2,2.06
8543,insufficient,0,2.06
8544,innocent,2,2.06
8545,wretched,2,2.06
8546,fellowship,2,2.06
8547,nourishment,4,2.06
8548,cheerfulness,2,2.06
8549,children,2,2.06
8550,defarges,2,2.06
8551,wineshop,2,2.06
8552,customers,2,2.06
8553,monsieur,2,2.06
8554,fastening,10,2.06
8555,returned,2,2.06
8556,defarges,2,2.06
8557,vengeance,2,2.06
8558,vengeance,2,2.06
8559,custodian,2,2.06
8560,bastille,6,2.06
8561,antoines,8,2.06
8562,fountain,2,2.06
8563,ignorant,2,2.06
8564,together,2,2.06
8565,dominant,2,2.06
8566,soldiers,2,2.06
8567,officers,2,2.06
8568,soldiers,2,2.06
8569,dobeyond,0,2.06
8570,probably,2,2.06
8571,yielding,2,2.06
8572,desolation,2,2.06
8573,shrivelled,2,2.06
8574,miserable,2,2.06
8575,everything,2,2.06
8576,dejected,4,2.06
8577,oppressed,2,2.06
8578,habitations,0,2.06
8579,domesticated,0,2.06
8580,children,2,2.06
8581,monseigneur,2,2.06
8582,individual,0,2.06
8583,gentleman,2,2.06
8584,national,2,2.06
8585,blessing,2,2.06
8586,chivalrous,2,2.06
8587,luxurious,2,2.06
8588,nevertheless,2,2.06
8589,monseigneur,2,2.06
8590,creation,2,2.06
8591,designed,2,2.06
8592,expressly,2,2.06
8593,monseigneur,2,2.06
8594,squeezed,2,2.06
8595,something,2,2.06
8596,shortsighted,0,2.06
8597,arrangements,2,2.06
8598,extracted,2,2.06
8599,purchase,0,2.06
8600,crumbled,6,2.06
8601,monseigneur,2,2.06
8602,phenomenon,0,2.06
8603,unaccountable,0,2.06
8604,monseigneur,2,2.06
8605,squeezed,2,2.06
8606,presence,2,2.06
8607,pleasures,2,2.06
8608,chasenow,0,2.06
8609,preservation,4,2.06
8610,monseigneur,2,2.06
8611,edifying,2,2.06
8612,barbarous,2,2.06
8613,wilderness,2,2.06
8614,consisted,2,2.06
8615,appearance,2,2.06
8616,disappearance,2,2.06
8617,chiselled,0,2.06
8618,otherwise,2,2.06
8619,beautified,0,2.06
8620,beautifying,4,2.06
8621,features,2,2.06
8622,monseigneur,2,2.06
8623,solitary,2,2.06
8624,troubling,0,2.06
8625,occupied,2,2.06
8626,thinking,2,2.06
8627,prospect,0,2.06
8628,approaching,0,2.06
8629,frequent,2,2.06
8630,presence,2,2.06
8631,advanced,2,2.06
8632,surprise,2,2.06
8633,shaggyhaired,0,2.06
8634,barbarian,4,2.06
8635,highways,0,2.06
8636,moisture,4,2.06
8637,sprinkled,2,2.06
8638,identified,0,2.06
8639,benighted,8,2.06
8640,intelligible,4,2.06
8641,anywhere,2,2.06
8642,blackened,6,2.06
8643,suddenly,2,2.06
8644,something,2,2.06
8645,observing,2,2.06
8646,operations,2,2.06
8647,silently,2,2.06
8648,bayonets,4,2.06
8649,traveller,2,2.06
8650,returned,2,2.06
8651,extended,2,2.06
8652,straight,4,2.06
8653,fountain,2,2.06
8654,interrupted,2,2.06
8655,landscape,2,2.06
8656,fountains,6,2.06
8657,departing,0,2.06
8658,wayfarer,2,2.06
8659,directly,2,2.06
8660,roadmender,12,2.06
8661,hailclouds,2,2.06
8662,revealed,2,2.06
8663,responded,2,2.06
8664,landscape,2,2.06
8665,fascinated,16,2.06
8666,mechanically,2,2.06
8667,homespun,6,2.06
8668,powerful,2,2.06
8669,attenuated,0,2.06
8670,desperate,2,2.06
8671,compression,8,2.07
8672,inspired,6,2.07
8673,traveller,2,2.07
8674,travelled,2,2.07
8675,footsore,2,2.07
8676,bleeding,4,2.07
8677,stooping,2,2.07
8678,roadmender,12,2.07
8679,resolutely,6,2.07
8680,fortified,2,2.07
8681,stockades,0,2.07
8682,guardhouses,0,2.07
8683,trenches,0,2.07
8684,drawbridges,0,2.07
8685,obstacle,10,2.07
8686,indifferent,6,2.07
8687,intervals,2,2.07
8688,brightness,2,2.07
8689,sunshine,6,2.07
8690,paltering,0,2.07
8691,diamonds,2,2.07
8692,together,2,2.07
8693,according,2,2.07
8694,fountain,2,2.07
8695,squeezing,2,2.07
8696,appearing,2,2.07
8697,whispering,4,2.07
8698,remained,4,2.07
8699,contagion,0,2.07
8700,whispering,4,2.07
8701,gathered,2,2.07
8702,together,2,2.07
8703,fountain,2,2.07
8704,contagion,2,2.07
8705,expectantly,8,2.07
8706,direction,2,2.07
8707,monsieur,2,2.07
8708,functionary,2,2.07
8709,housetop,28,2.07
8710,direction,2,2.07
8711,chimneys,2,2.07
8712,darkening,2,2.07
8713,fountain,2,2.07
8714,sacristan,6,2.07
8715,byandbye,2,2.07
8716,deepened,2,2.07
8717,environing,0,2.07
8718,solitary,2,2.07
8719,threatened,0,2.07
8720,building,2,2.07
8721,messenger,2,2.07
